dateRep,day,month,year,cases,deaths,countriesAndTerritories,geoId,countryterritoryCode,popData2018
13/03/2020,13,3,2020,0,0,Bosnia_and_Herzegovina,BA,BIH,3323929
12/03/2020,12,3,2020,1,0,Bosnia_and_Herzegovina,BA,BIH,3323929
6/03/2020,6,3,2020,2,0,Bosnia_and_Herzegovina,BA,BIH,3323929
11/04/2020,11,4,2020,0,0,Botswana,BW,BWA,2254126
10/04/2020,10,4,2020,6,0,Botswana,BW,BWA,2254126
9/04/2020,9,4,2020,1,0,Botswana,BW,BWA,2254126
8/04/2020,8,4,2020,0,0,Botswana,BW,BWA,2254126
7/04/2020,7,4,2020,0,0,Botswana,BW,BWA,2254126
6/04/2020,6,4,2020,2,0,Botswana,BW,BWA,2254126
5/04/2020,5,4,2020,0,0,Botswana,BW,BWA,2254126
4/04/2020,4,4,2020,0,0,Botswana,BW,BWA,2254126
3/04/2020,3,4,2020,0,0,Botswana,BW,BWA,2254126
2/04/2020,2,4,2020,1,1,Botswana,BW,BWA,2254126
1/04/2020,1,4,2020,3,0,Botswana,BW,BWA,2254126
11/04/2020,11,4,2020,1781,115,Brazil,BR,BRA,209469333
10/04/2020,10,4,2020,1930,141,Brazil,BR,BRA,209469333
9/04/2020,9,4,2020,2210,133,Brazil,BR,BRA,209469333
8/04/2020,8,4,2020,1661,114,Brazil,BR,BRA,209469333
7/04/2020,7,4,2020,926,67,Brazil,BR,BRA,209469333
6/04/2020,6,4,2020,852,54,Brazil,BR,BRA,209469333
5/04/2020,5,4,2020,1222,73,Brazil,BR,BRA,209469333
4/04/2020,4,4,2020,1146,60,Brazil,BR,BRA,209469333
3/04/2020,3,4,2020,1074,58,Brazil,BR,BRA,209469333
2/04/2020,2,4,2020,1119,40,Brazil,BR,BRA,209469333
1/04/2020,1,4,2020,1138,42,Brazil,BR,BRA,209469333
31/03/2020,31,3,2020,323,23,Brazil,BR,BRA,209469333
30/03/2020,30,3,2020,352,22,Brazil,BR,BRA,209469333
29/03/2020,29,3,2020,487,22,Brazil,BR,BRA,209469333
28/03/2020,28,3,2020,502,15,Brazil,BR,BRA,209469333
27/03/2020,27,3,2020,482,20,Brazil,BR,BRA,209469333
26/03/2020,26,3,2020,232,11,Brazil,BR,BRA,209469333
25/03/2020,25,3,2020,310,12,Brazil,BR,BRA,209469333
24/03/2020,24,3,2020,345,9,Brazil,BR,BRA,209469333
23/03/2020,23,3,2020,418,7,Brazil,BR,BRA,209469333
22/03/2020,22,3,2020,224,7,Brazil,BR,BRA,209469333
21/03/2020,21,3,2020,283,5,Brazil,BR,BRA,209469333
20/03/2020,20,3,2020,193,2,Brazil,BR,BRA,209469333
19/03/2020,19,3,2020,137,3,Brazil,BR,BRA,209469333
18/03/2020,18,3,2020,57,1,Brazil,BR,BRA,209469333
17/03/2020,17,3,2020,34,0,Brazil,BR,BRA,209469333
16/03/2020,16,3,2020,79,0,Brazil,BR,BRA,209469333
15/03/2020,15,3,2020,23,0,Brazil,BR,BRA,209469333
14/03/2020,14,3,2020,21,0,Brazil,BR,BRA,209469333
13/03/2020,13,3,2020,25,0,Brazil,BR,BRA,209469333
12/03/2020,12,3,2020,18,0,Brazil,BR,BRA,209469333
11/03/2020,11,3,2020,9,0,Brazil,BR,BRA,209469333
9/03/2020,9,3,2020,12,0,Brazil,BR,BRA,209469333
8/03/2020,8,3,2020,0,0,Brazil,BR,BRA,209469333
7/03/2020,7,3,2020,5,0,Brazil,BR,BRA,209469333
6/03/2020,6,3,2020,5,0,Brazil,BR,BRA,209469333
5/03/2020,5,3,2020,1,0,Brazil,BR,BRA,209469333
2/03/2020,2,3,2020,0,0,Brazil,BR,BRA,209469333
1/03/2020,1,3,2020,1,0,Brazil,BR,BRA,209469333
29/02/2020,29,2,2020,0,0,Brazil,BR,BRA,209469333
28/02/2020,28,2,2020,0,0,Brazil,BR,BRA,209469333
27/02/2020,27,2,2020,0,0,Brazil,BR,BRA,209469333
26/02/2020,26,2,2020,1,0,Brazil,BR,BRA,209469333
25/02/2020,25,2,2020,0,0,Brazil,BR,BRA,209469333
24/02/2020,24,2,2020,0,0,Brazil,BR,BRA,209469333
23/02/2020,23,2,2020,0,0,Brazil,BR,BRA,209469333
22/02/2020,22,2,2020,0,0,Brazil,BR,BRA,209469333
21/02/2020,21,2,2020,0,0,Brazil,BR,BRA,209469333
20/02/2020,20,2,2020,0,0,Brazil,BR,BRA,209469333
19/02/2020,19,2,2020,0,0,Brazil,BR,BRA,209469333
18/02/2020,18,2,2020,0,0,Brazil,BR,BRA,209469333
17/02/2020,17,2,2020,0,0,Brazil,BR,BRA,209469333
16/02/2020,16,2,2020,0,0,Brazil,BR,BRA,209469333
15/02/2020,15,2,2020,0,0,Brazil,BR,BRA,209469333
14/02/2020,14,2,2020,0,0,Brazil,BR,BRA,209469333
13/02/2020,13,2,2020,0,0,Brazil,BR,BRA,209469333
12/02/2020,12,2,2020,0,0,Brazil,BR,BRA,209469333
11/02/2020,11,2,2020,0,0,Brazil,BR,BRA,209469333
10/02/2020,10,2,2020,0,0,Brazil,BR,BRA,209469333
9/02/2020,9,2,2020,0,0,Brazil,BR,BRA,209469333
8/02/2020,8,2,2020,0,0,Brazil,BR,BRA,209469333
7/02/2020,7,2,2020,0,0,Brazil,BR,BRA,209469333
6/02/2020,6,2,2020,0,0,Brazil,BR,BRA,209469333
5/02/2020,5,2,2020,0,0,Brazil,BR,BRA,209469333
4/02/2020,4,2,2020,0,0,Brazil,BR,BRA,209469333
3/02/2020,3,2,2020,0,0,Brazil,BR,BRA,209469333
2/02/2020,2,2,2020,0,0,Brazil,BR,BRA,209469333
1/02/2020,1,2,2020,0,0,Brazil,BR,BRA,209469333
31/01/2020,31,1,2020,0,0,Brazil,BR,BRA,209469333
30/01/2020,30,1,2020,0,0,Brazil,BR,BRA,209469333
29/01/2020,29,1,2020,0,0,Brazil,BR,BRA,209469333
28/01/2020,28,1,2020,0,0,Brazil,BR,BRA,209469333
27/01/2020,27,1,2020,0,0,Brazil,BR,BRA,209469333
26/01/2020,26,1,2020,0,0,Brazil,BR,BRA,209469333
25/01/2020,25,1,2020,0,0,Brazil,BR,BRA,209469333
24/01/2020,24,1,2020,0,0,Brazil,BR,BRA,209469333
23/01/2020,23,1,2020,0,0,Brazil,BR,BRA,209469333
22/01/2020,22,1,2020,0,0,Brazil,BR,BRA,209469333
21/01/2020,21,1,2020,0,0,Brazil,BR,BRA,209469333
20/01/2020,20,1,2020,0,0,Brazil,BR,BRA,209469333
19/01/2020,19,1,2020,0,0,Brazil,BR,BRA,209469333
18/01/2020,18,1,2020,0,0,Brazil,BR,BRA,209469333
17/01/2020,17,1,2020,0,0,Brazil,BR,BRA,209469333
16/01/2020,16,1,2020,0,0,Brazil,BR,BRA,209469333
15/01/2020,15,1,2020,0,0,Brazil,BR,BRA,209469333
14/01/2020,14,1,2020,0,0,Brazil,BR,BRA,209469333
13/01/2020,13,1,2020,0,0,Brazil,BR,BRA,209469333
12/01/2020,12,1,2020,0,0,Brazil,BR,BRA,209469333
11/01/2020,11,1,2020,0,0,Brazil,BR,BRA,209469333
10/01/2020,10,1,2020,0,0,Brazil,BR,BRA,209469333
9/01/2020,9,1,2020,0,0,Brazil,BR,BRA,209469333
8/01/2020,8,1,2020,0,0,Brazil,BR,BRA,209469333
7/01/2020,7,1,2020,0,0,Brazil,BR,BRA,209469333
6/01/2020,6,1,2020,0,0,Brazil,BR,BRA,209469333
5/01/2020,5,1,2020,0,0,Brazil,BR,BRA,209469333
4/01/2020,4,1,2020,0,0,Brazil,BR,BRA,209469333
3/01/2020,3,1,2020,0,0,Brazil,BR,BRA,209469333
2/01/2020,2,1,2020,0,0,Brazil,BR,BRA,209469333
1/01/2020,1,1,2020,0,0,Brazil,BR,BRA,209469333
31/12/2019,31,12,2019,0,0,Brazil,BR,BRA,209469333
11/04/2020,11,4,2020,0,0,British_Virgin_Islands,VG,VGB,29802
10/04/2020,10,4,2020,0,0,British_Virgin_Islands,VG,VGB,29802
9/04/2020,9,4,2020,0,0,British_Virgin_Islands,VG,VGB,29802
8/04/2020,8,4,2020,0,0,British_Virgin_Islands,VG,VGB,29802
7/04/2020,7,4,2020,0,0,British_Virgin_Islands,VG,VGB,29802
6/04/2020,6,4,2020,0,0,British_Virgin_Islands,VG,VGB,29802
5/04/2020,5,4,2020,0,0,British_Virgin_Islands,VG,VGB,29802
4/04/2020,4,4,2020,0,0,British_Virgin_Islands,VG,VGB,29802
3/04/2020,3,4,2020,0,0,British_Virgin_Islands,VG,VGB,29802
2/04/2020,2,4,2020,0,0,British_Virgin_Islands,VG,VGB,29802
1/04/2020,1,4,2020,0,0,British_Virgin_Islands,VG,VGB,29802
31/03/2020,31,3,2020,1,0,British_Virgin_Islands,VG,VGB,29802
30/03/2020,30,3,2020,0,0,British_Virgin_Islands,VG,VGB,29802
29/03/2020,29,3,2020,0,0,British_Virgin_Islands,VG,VGB,29802
28/03/2020,28,3,2020,0,0,British_Virgin_Islands,VG,VGB,29802
27/03/2020,27,3,2020,2,0,British_Virgin_Islands,VG,VGB,29802
11/04/2020,11,4,2020,1,0,Brunei_Darussalam,BN,BRN,428962
10/04/2020,10,4,2020,0,0,Brunei_Darussalam,BN,BRN,428962
9/04/2020,9,4,2020,0,0,Brunei_Darussalam,BN,BRN,428962
8/04/2020,8,4,2020,0,0,Brunei_Darussalam,BN,BRN,428962
7/04/2020,7,4,2020,0,0,Brunei_Darussalam,BN,BRN,428962
6/04/2020,6,4,2020,0,0,Brunei_Darussalam,BN,BRN,428962
5/04/2020,5,4,2020,2,0,Brunei_Darussalam,BN,BRN,428962
4/04/2020,4,4,2020,0,0,Brunei_Darussalam,BN,BRN,428962
3/04/2020,3,4,2020,2,0,Brunei_Darussalam,BN,BRN,428962
2/04/2020,2,4,2020,2,0,Brunei_Darussalam,BN,BRN,428962
1/04/2020,1,4,2020,2,0,Brunei_Darussalam,BN,BRN,428962
31/03/2020,31,3,2020,1,0,Brunei_Darussalam,BN,BRN,428962
30/03/2020,30,3,2020,6,0,Brunei_Darussalam,BN,BRN,428962
29/03/2020,29,3,2020,5,1,Brunei_Darussalam,BN,BRN,428962
28/03/2020,28,3,2020,1,0,Brunei_Darussalam,BN,BRN,428962
27/03/2020,27,3,2020,7,0,Brunei_Darussalam,BN,BRN,428962
26/03/2020,26,3,2020,3,0,Brunei_Darussalam,BN,BRN,428962
25/03/2020,25,3,2020,13,0,Brunei_Darussalam,BN,BRN,428962
24/03/2020,24,3,2020,3,0,Brunei_Darussalam,BN,BRN,428962
23/03/2020,23,3,2020,5,0,Brunei_Darussalam,BN,BRN,428962
22/03/2020,22,3,2020,5,0,Brunei_Darussalam,BN,BRN,428962
21/03/2020,21,3,2020,5,0,Brunei_Darussalam,BN,BRN,428962
20/03/2020,20,3,2020,5,0,Brunei_Darussalam,BN,BRN,428962
19/03/2020,19,3,2020,12,0,Brunei_Darussalam,BN,BRN,428962
18/03/2020,18,3,2020,2,0,Brunei_Darussalam,BN,BRN,428962
17/03/2020,17,3,2020,4,0,Brunei_Darussalam,BN,BRN,428962
16/03/2020,16,3,2020,10,0,Brunei_Darussalam,BN,BRN,428962
15/03/2020,15,3,2020,3,0,Brunei_Darussalam,BN,BRN,428962
14/03/2020,14,3,2020,12,0,Brunei_Darussalam,BN,BRN,428962
13/03/2020,13,3,2020,14,0,Brunei_Darussalam,BN,BRN,428962
12/03/2020,12,3,2020,10,0,Brunei_Darussalam,BN,BRN,428962
10/03/2020,10,3,2020,1,0,Brunei_Darussalam,BN,BRN,428962
11/04/2020,11,4,2020,11,1,Bulgaria,BG,BGR,7024216
10/04/2020,10,4,2020,31,0,Bulgaria,BG,BGR,7024216
9/04/2020,9,4,2020,16,1,Bulgaria,BG,BGR,7024216
8/04/2020,8,4,2020,28,1,Bulgaria,BG,BGR,7024216
7/04/2020,7,4,2020,18,2,Bulgaria,BG,BGR,7024216
6/04/2020,6,4,2020,28,3,Bulgaria,BG,BGR,7024216
5/04/2020,5,4,2020,18,3,Bulgaria,BG,BGR,7024216
4/04/2020,4,4,2020,28,4,Bulgaria,BG,BGR,7024216
3/04/2020,3,4,2020,35,0,Bulgaria,BG,BGR,7024216
2/04/2020,2,4,2020,23,2,Bulgaria,BG,BGR,7024216
1/04/2020,1,4,2020,40,0,Bulgaria,BG,BGR,7024216
31/03/2020,31,3,2020,13,0,Bulgaria,BG,BGR,7024216
30/03/2020,30,3,2020,15,1,Bulgaria,BG,BGR,7024216
29/03/2020,29,3,2020,38,4,Bulgaria,BG,BGR,7024216
28/03/2020,28,3,2020,29,0,Bulgaria,BG,BGR,7024216
27/03/2020,27,3,2020,22,0,Bulgaria,BG,BGR,7024216
26/03/2020,26,3,2020,22,0,Bulgaria,BG,BGR,7024216
25/03/2020,25,3,2020,19,0,Bulgaria,BG,BGR,7024216
24/03/2020,24,3,2020,16,0,Bulgaria,BG,BGR,7024216
23/03/2020,23,3,2020,22,0,Bulgaria,BG,BGR,7024216
22/03/2020,22,3,2020,36,0,Bulgaria,BG,BGR,7024216
21/03/2020,21,3,2020,22,0,Bulgaria,BG,BGR,7024216
20/03/2020,20,3,2020,13,1,Bulgaria,BG,BGR,7024216
19/03/2020,19,3,2020,11,0,Bulgaria,BG,BGR,7024216
18/03/2020,18,3,2020,19,0,Bulgaria,BG,BGR,7024216
17/03/2020,17,3,2020,11,0,Bulgaria,BG,BGR,7024216
16/03/2020,16,3,2020,10,0,Bulgaria,BG,BGR,7024216
15/03/2020,15,3,2020,10,1,Bulgaria,BG,BGR,7024216
14/03/2020,14,3,2020,8,0,Bulgaria,BG,BGR,7024216
13/03/2020,13,3,2020,16,0,Bulgaria,BG,BGR,7024216
12/03/2020,12,3,2020,3,1,Bulgaria,BG,BGR,7024216
9/03/2020,9,3,2020,2,0,Bulgaria,BG,BGR,7024216
8/03/2020,8,3,2020,2,0,Bulgaria,BG,BGR,7024216
11/04/2020,11,4,2020,5,2,Burkina_Faso,BF,BFA,19751535
10/04/2020,10,4,2020,29,1,Burkina_Faso,BF,BFA,19751535
9/04/2020,9,4,2020,30,4,Burkina_Faso,BF,BFA,19751535
8/04/2020,8,4,2020,20,2,Burkina_Faso,BF,BFA,19751535
7/04/2020,7,4,2020,19,0,Burkina_Faso,BF,BFA,19751535
6/04/2020,6,4,2020,43,1,Burkina_Faso,BF,BFA,19751535
5/04/2020,5,4,2020,14,0,Burkina_Faso,BF,BFA,19751535
4/04/2020,4,4,2020,0,0,Burkina_Faso,BF,BFA,19751535
3/04/2020,3,4,2020,27,2,Burkina_Faso,BF,BFA,19751535
2/04/2020,2,4,2020,15,2,Burkina_Faso,BF,BFA,19751535
1/04/2020,1,4,2020,24,0,Burkina_Faso,BF,BFA,19751535
31/03/2020,31,3,2020,42,3,Burkina_Faso,BF,BFA,19751535
30/03/2020,30,3,2020,0,0,Burkina_Faso,BF,BFA,19751535
29/03/2020,29,3,2020,34,6,Burkina_Faso,BF,BFA,19751535
28/03/2020,28,3,2020,0,0,Burkina_Faso,BF,BFA,19751535
27/03/2020,27,3,2020,32,0,Burkina_Faso,BF,BFA,19751535
26/03/2020,26,3,2020,15,0,Burkina_Faso,BF,BFA,19751535
25/03/2020,25,3,2020,24,0,Burkina_Faso,BF,BFA,19751535
24/03/2020,24,3,2020,11,0,Burkina_Faso,BF,BFA,19751535
23/03/2020,23,3,2020,0,0,Burkina_Faso,BF,BFA,19751535
22/03/2020,22,3,2020,24,2,Burkina_Faso,BF,BFA,19751535
21/03/2020,21,3,2020,7,0,Burkina_Faso,BF,BFA,19751535
20/03/2020,20,3,2020,7,0,Burkina_Faso,BF,BFA,19751535
19/03/2020,19,3,2020,6,1,Burkina_Faso,BF,BFA,19751535
18/03/2020,18,3,2020,0,0,Burkina_Faso,BF,BFA,19751535
17/03/2020,17,3,2020,17,0,Burkina_Faso,BF,BFA,19751535
16/03/2020,16,3,2020,0,0,Burkina_Faso,BF,BFA,19751535
15/03/2020,15,3,2020,1,0,Burkina_Faso,BF,BFA,19751535
12/03/2020,12,3,2020,0,0,Burkina_Faso,BF,BFA,19751535
11/03/2020,11,3,2020,2,0,Burkina_Faso,BF,BFA,19751535
11/04/2020,11,4,2020,0,0,Burundi,BI,BDI,11175378
10/04/2020,10,4,2020,0,0,Burundi,BI,BDI,11175378
9/04/2020,9,4,2020,0,0,Burundi,BI,BDI,11175378
8/04/2020,8,4,2020,0,0,Burundi,BI,BDI,11175378
7/04/2020,7,4,2020,0,0,Burundi,BI,BDI,11175378
6/04/2020,6,4,2020,0,0,Burundi,BI,BDI,11175378
5/04/2020,5,4,2020,0,0,Burundi,BI,BDI,11175378
4/04/2020,4,4,2020,0,0,Burundi,BI,BDI,11175378
3/04/2020,3,4,2020,1,0,Burundi,BI,BDI,11175378
2/04/2020,2,4,2020,0,0,Burundi,BI,BDI,11175378
1/04/2020,1,4,2020,2,0,Burundi,BI,BDI,11175378
11/04/2020,11,4,2020,1,0,Cambodia,KH,KHM,16249798
10/04/2020,10,4,2020,1,0,Cambodia,KH,KHM,16249798
9/04/2020,9,4,2020,1,0,Cambodia,KH,KHM,16249798
8/04/2020,8,4,2020,2,0,Cambodia,KH,KHM,16249798
7/04/2020,7,4,2020,1,0,Cambodia,KH,KHM,16249798
6/04/2020,6,4,2020,0,0,Cambodia,KH,KHM,16249798
5/04/2020,5,4,2020,0,0,Cambodia,KH,KHM,16249798
4/04/2020,4,4,2020,0,0,Cambodia,KH,KHM,16249798
3/04/2020,3,4,2020,4,0,Cambodia,KH,KHM,16249798
2/04/2020,2,4,2020,1,0,Cambodia,KH,KHM,16249798
1/04/2020,1,4,2020,0,0,Cambodia,KH,KHM,16249798
31/03/2020,31,3,2020,2,0,Cambodia,KH,KHM,16249798
30/03/2020,30,3,2020,4,0,Cambodia,KH,KHM,16249798
29/03/2020,29,3,2020,1,0,Cambodia,KH,KHM,16249798
28/03/2020,28,3,2020,4,0,Cambodia,KH,KHM,16249798
27/03/2020,27,3,2020,2,0,Cambodia,KH,KHM,16249798
26/03/2020,26,3,2020,5,0,Cambodia,KH,KHM,16249798
25/03/2020,25,3,2020,4,0,Cambodia,KH,KHM,16249798
24/03/2020,24,3,2020,1,0,Cambodia,KH,KHM,16249798
23/03/2020,23,3,2020,35,0,Cambodia,KH,KHM,16249798
22/03/2020,22,3,2020,4,0,Cambodia,KH,KHM,16249798
21/03/2020,21,3,2020,23,0,Cambodia,KH,KHM,16249798
20/03/2020,20,3,2020,0,0,Cambodia,KH,KHM,16249798
19/03/2020,19,3,2020,0,0,Cambodia,KH,KHM,16249798
18/03/2020,18,3,2020,0,0,Cambodia,KH,KHM,16249798
17/03/2020,17,3,2020,12,0,Cambodia,KH,KHM,16249798
16/03/2020,16,3,2020,5,0,Cambodia,KH,KHM,16249798
15/03/2020,15,3,2020,2,0,Cambodia,KH,KHM,16249798
13/03/2020,13,3,2020,2,0,Cambodia,KH,KHM,16249798
12/03/2020,12,3,2020,1,0,Cambodia,KH,KHM,16249798
8/03/2020,8,3,2020,1,0,Cambodia,KH,KHM,16249798
2/03/2020,2,3,2020,0,0,Cambodia,KH,KHM,16249798
1/03/2020,1,3,2020,0,0,Cambodia,KH,KHM,16249798
29/02/2020,29,2,2020,0,0,Cambodia,KH,KHM,16249798
28/02/2020,28,2,2020,0,0,Cambodia,KH,KHM,16249798
27/02/2020,27,2,2020,0,0,Cambodia,KH,KHM,16249798
26/02/2020,26,2,2020,0,0,Cambodia,KH,KHM,16249798
25/02/2020,25,2,2020,0,0,Cambodia,KH,KHM,16249798
24/02/2020,24,2,2020,0,0,Cambodia,KH,KHM,16249798
23/02/2020,23,2,2020,0,0,Cambodia,KH,KHM,16249798
22/02/2020,22,2,2020,0,0,Cambodia,KH,KHM,16249798
21/02/2020,21,2,2020,0,0,Cambodia,KH,KHM,16249798
20/02/2020,20,2,2020,0,0,Cambodia,KH,KHM,16249798
19/02/2020,19,2,2020,0,0,Cambodia,KH,KHM,16249798
18/02/2020,18,2,2020,0,0,Cambodia,KH,KHM,16249798
17/02/2020,17,2,2020,0,0,Cambodia,KH,KHM,16249798
16/02/2020,16,2,2020,0,0,Cambodia,KH,KHM,16249798
15/02/2020,15,2,2020,0,0,Cambodia,KH,KHM,16249798
14/02/2020,14,2,2020,0,0,Cambodia,KH,KHM,16249798
13/02/2020,13,2,2020,0,0,Cambodia,KH,KHM,16249798
12/02/2020,12,2,2020,0,0,Cambodia,KH,KHM,16249798
11/02/2020,11,2,2020,0,0,Cambodia,KH,KHM,16249798
10/02/2020,10,2,2020,0,0,Cambodia,KH,KHM,16249798
9/02/2020,9,2,2020,0,0,Cambodia,KH,KHM,16249798
8/02/2020,8,2,2020,0,0,Cambodia,KH,KHM,16249798
7/02/2020,7,2,2020,0,0,Cambodia,KH,KHM,16249798
6/02/2020,6,2,2020,0,0,Cambodia,KH,KHM,16249798
5/02/2020,5,2,2020,0,0,Cambodia,KH,KHM,16249798
4/02/2020,4,2,2020,0,0,Cambodia,KH,KHM,16249798
3/02/2020,3,2,2020,0,0,Cambodia,KH,KHM,16249798
2/02/2020,2,2,2020,0,0,Cambodia,KH,KHM,16249798
1/02/2020,1,2,2020,0,0,Cambodia,KH,KHM,16249798
31/01/2020,31,1,2020,0,0,Cambodia,KH,KHM,16249798
30/01/2020,30,1,2020,0,0,Cambodia,KH,KHM,16249798
29/01/2020,29,1,2020,0,0,Cambodia,KH,KHM,16249798
28/01/2020,28,1,2020,1,0,Cambodia,KH,KHM,16249798
27/01/2020,27,1,2020,0,0,Cambodia,KH,KHM,16249798
26/01/2020,26,1,2020,0,0,Cambodia,KH,KHM,16249798
25/01/2020,25,1,2020,0,0,Cambodia,KH,KHM,16249798
24/01/2020,24,1,2020,0,0,Cambodia,KH,KHM,16249798
23/01/2020,23,1,2020,0,0,Cambodia,KH,KHM,16249798
22/01/2020,22,1,2020,0,0,Cambodia,KH,KHM,16249798
21/01/2020,21,1,2020,0,0,Cambodia,KH,KHM,16249798
20/01/2020,20,1,2020,0,0,Cambodia,KH,KHM,16249798
19/01/2020,19,1,2020,0,0,Cambodia,KH,KHM,16249798
18/01/2020,18,1,2020,0,0,Cambodia,KH,KHM,16249798
17/01/2020,17,1,2020,0,0,Cambodia,KH,KHM,16249798
16/01/2020,16,1,2020,0,0,Cambodia,KH,KHM,16249798
15/01/2020,15,1,2020,0,0,Cambodia,KH,KHM,16249798
14/01/2020,14,1,2020,0,0,Cambodia,KH,KHM,16249798
13/01/2020,13,1,2020,0,0,Cambodia,KH,KHM,16249798
12/01/2020,12,1,2020,0,0,Cambodia,KH,KHM,16249798
11/01/2020,11,1,2020,0,0,Cambodia,KH,KHM,16249798
10/01/2020,10,1,2020,0,0,Cambodia,KH,KHM,16249798
9/01/2020,9,1,2020,0,0,Cambodia,KH,KHM,16249798
8/01/2020,8,1,2020,0,0,Cambodia,KH,KHM,16249798
7/01/2020,7,1,2020,0,0,Cambodia,KH,KHM,16249798
6/01/2020,6,1,2020,0,0,Cambodia,KH,KHM,16249798
5/01/2020,5,1,2020,0,0,Cambodia,KH,KHM,16249798
4/01/2020,4,1,2020,0,0,Cambodia,KH,KHM,16249798
3/01/2020,3,1,2020,0,0,Cambodia,KH,KHM,16249798
2/01/2020,2,1,2020,0,0,Cambodia,KH,KHM,16249798
1/01/2020,1,1,2020,0,0,Cambodia,KH,KHM,16249798
31/12/2019,31,12,2019,0,0,Cambodia,KH,KHM,16249798
11/04/2020,11,4,2020,73,0,Cameroon,CM,CMR,25216237
10/04/2020,10,4,2020,0,0,Cameroon,CM,CMR,25216237
9/04/2020,9,4,2020,45,1,Cameroon,CM,CMR,25216237
8/04/2020,8,4,2020,27,0,Cameroon,CM,CMR,25216237
7/04/2020,7,4,2020,8,0,Cameroon,CM,CMR,25216237
6/04/2020,6,4,2020,95,0,Cameroon,CM,CMR,25216237
5/04/2020,5,4,2020,46,1,Cameroon,CM,CMR,25216237
4/04/2020,4,4,2020,238,1,Cameroon,CM,CMR,25216237
3/04/2020,3,4,2020,38,1,Cameroon,CM,CMR,25216237
2/04/2020,2,4,2020,40,0,Cameroon,CM,CMR,25216237
1/04/2020,1,4,2020,51,4,Cameroon,CM,CMR,25216237
31/03/2020,31,3,2020,43,0,Cameroon,CM,CMR,25216237
30/03/2020,30,3,2020,0,0,Cameroon,CM,CMR,25216237
29/03/2020,29,3,2020,11,1,Cameroon,CM,CMR,25216237
28/03/2020,28,3,2020,0,0,Cameroon,CM,CMR,25216237
27/03/2020,27,3,2020,16,0,Cameroon,CM,CMR,25216237
26/03/2020,26,3,2020,0,0,Cameroon,CM,CMR,25216237
25/03/2020,25,3,2020,16,1,Cameroon,CM,CMR,25216237
24/03/2020,24,3,2020,29,0,Cameroon,CM,CMR,25216237
23/03/2020,23,3,2020,0,0,Cameroon,CM,CMR,25216237
22/03/2020,22,3,2020,0,0,Cameroon,CM,CMR,25216237
21/03/2020,21,3,2020,13,0,Cameroon,CM,CMR,25216237
20/03/2020,20,3,2020,4,0,Cameroon,CM,CMR,25216237
19/03/2020,19,3,2020,0,0,Cameroon,CM,CMR,25216237
18/03/2020,18,3,2020,6,0,Cameroon,CM,CMR,25216237
17/03/2020,17,3,2020,0,0,Cameroon,CM,CMR,25216237
16/03/2020,16,3,2020,1,0,Cameroon,CM,CMR,25216237
15/03/2020,15,3,2020,1,0,Cameroon,CM,CMR,25216237
9/03/2020,9,3,2020,1,0,Cameroon,CM,CMR,25216237
7/03/2020,7,3,2020,1,0,Cameroon,CM,CMR,25216237
11/04/2020,11,4,2020,1385,60,Canada,CA,CAN,37058856
10/04/2020,10,4,2020,1474,74,Canada,CA,CAN,37058856
9/04/2020,9,4,2020,1391,55,Canada,CA,CAN,37058856
8/04/2020,8,4,2020,1230,57,Canada,CA,CAN,37058856
7/04/2020,7,4,2020,1157,43,Canada,CA,CAN,37058856
6/04/2020,6,4,2020,1614,49,Canada,CA,CAN,37058856
5/04/2020,5,4,2020,1363,44,Canada,CA,CAN,37058856
4/04/2020,4,4,2020,1251,49,Canada,CA,CAN,37058856
3/04/2020,3,4,2020,1673,29,Canada,CA,CAN,37058856
2/04/2020,2,4,2020,1059,13,Canada,CA,CAN,37058856
1/04/2020,1,4,2020,1112,7,Canada,CA,CAN,37058856
31/03/2020,31,3,2020,1169,28,Canada,CA,CAN,37058856
30/03/2020,30,3,2020,869,1,Canada,CA,CAN,37058856
29/03/2020,29,3,2020,711,7,Canada,CA,CAN,37058856
28/03/2020,28,3,2020,657,14,Canada,CA,CAN,37058856
27/03/2020,27,3,2020,633,4,Canada,CA,CAN,37058856
26/03/2020,26,3,2020,1426,8,Canada,CA,CAN,37058856
25/03/2020,25,3,2020,313,3,Canada,CA,CAN,37058856
24/03/2020,24,3,2020,216,4,Canada,CA,CAN,37058856
23/03/2020,23,3,2020,128,2,Canada,CA,CAN,37058856
22/03/2020,22,3,2020,331,6,Canada,CA,CAN,37058856
21/03/2020,21,3,2020,125,2,Canada,CA,CAN,37058856
20/03/2020,20,3,2020,156,1,Canada,CA,CAN,37058856
19/03/2020,19,3,2020,121,1,Canada,CA,CAN,37058856
18/03/2020,18,3,2020,145,4,Canada,CA,CAN,37058856
17/03/2020,17,3,2020,120,3,Canada,CA,CAN,37058856
16/03/2020,16,3,2020,60,0,Canada,CA,CAN,37058856
15/03/2020,15,3,2020,68,0,Canada,CA,CAN,37058856
14/03/2020,14,3,2020,38,0,Canada,CA,CAN,37058856
13/03/2020,13,3,2020,35,0,Canada,CA,CAN,37058856
12/03/2020,12,3,2020,10,0,Canada,CA,CAN,37058856
11/03/2020,11,3,2020,16,0,Canada,CA,CAN,37058856
10/03/2020,10,3,2020,15,1,Canada,CA,CAN,37058856
